Time,L 5 X,L 5 Y,L 5 Z,L 5 Length,L 5 v(X),L 5 v(Y),L 5 v(Z),L 5 v(abs),L 5 a(X),L 5 a(Y),L 5 a(Z),L 5 a(abs),L 5 #2D
0.991663,-0.05136688,0.40111524,0.93416357,0.01193824,-0.02232184,-0.00863824,-0.00523748,0.02450133,0.28152031,0.15506218,0.04822417,-0.31754309,3
0.999996,-0.05154278,0.40102547,0.93412167,0.01214012,-0.0194889,-0.00660005,-0.00500502,0.02117612,0.28696448,0.19706771,0.03153709,-0.33134818,3
1.008329,-0.05168607,0.40099621,0.93409503,0.01228878,-0.01716315,-0.00490101,-0.00469686,0.01845682,0.23584507,0.14552233,0.01109129,-0.26435661,3
1.016663,-0.05180858,0.4009842,0.93405151,0.01241934,-0.01508492,-0.00311376,-0.00450136,0.01604719,0.14969711,0.04100713,-0.0003922,-0.14874542,3
1.024996,-0.05192917,0.40097269,0.93401277,0.01254652,-0.01407815,-0.00303597,-0.00470163,0.01514981,0.06962144,-0.04620649,-0.01179583,-0.04253708,3
1.033329,-0.05203948,0.40093964,0.93397498,0.01266772,-0.01424683,-0.00473859,-0.00504496,0.01583913,0.00501155,-0.10185619,-0.02639671,0.03702717,3
1.041662,-0.05214091,0.4009206,0.93393087,0.01277995,-0.01505698,-0.00693354,-0.00522139,0.01737957,-0.04061764,-0.11674855,-0.03521349,0.08290926,3
1.049996,-0.0522761,0.40082633,0.93389153,0.01294939,-0.01559271,-0.00799659,-0.00548723,0.01836267,-0.04796774,-0.05825327,-0.03640561,0.07192976,3
1.058329,-0.05241406,0.40075314,0.93383563,0.01311527,-0.01595403,-0.00791374,-0.00584307,0.01874299,-0.02169846,0.05228682,-0.04123005,0.01843326,3
1.066662,-0.05257631,0.40063903,0.93379325,0.0133181,-0.01610654,-0.00704351,-0.00621142,0.0186444,0.01066465,0.16196619,-0.05466386,-0.02936727,3
1.074996,-0.05268925,0.40062213,0.93373638,0.01344568,-0.01579101,-0.00492158,-0.00660839,0.01781148,0.03530995,0.25417951,-0.06853759,-0.04440787,3
1.083329,-0.05281744,0.40059075,0.93368185,0.01358848,-0.0152121,-0.00234068,-0.00718954,0.01698753,0.06550583,0.35540807,-0.07796948,-0.02404062,3
1.091662,-0.05293609,0.40058479,0.93362218,0.01372142,-0.01461027,0.00073672,-0.00808361,0.0167137,0.09235118,0.43581417,-0.07976487,0.03225729,3
1.099996,-0.05306644,0.40059218,0.93355161,0.01386983,-0.01395093,0.00456961,-0.0088996,0.0171672,0.10129436,0.46100515,-0.06923017,0.09944788,3
1.108329,-0.05319073,0.40061226,0.93347418,0.01401764,-0.01270758,0.009791,-0.00954513,0.01866696,0.09692056,0.44289586,-0.0456312,0.14345711,3
1.116662,-0.05329086,0.40072078,0.93338245,0.01419146,-0.01171176,0.01386678,-0.00975911,0.02060808,0.07830151,0.35759911,-0.01538176,0.13685088,3
1.124995,-0.05337242,0.40088722,0.93329686,0.01439562,-0.01104311,0.01662976,-0.00964169,0.02216893,0.03096589,0.15709291,0.00781653,0.05965944,3
1.133329,-0.05344251,0.40109196,0.93321705,0.01462628,-0.01091861,0.01771219,-0.00935499,0.02281345,-0.0323717,-0.12059425,0.01495726,-0.04491599,3
1.141662,-0.05354065,0.40122244,0.93314785,0.01480361,-0.01146571,0.01595563,-0.00899795,0.02161036,-0.07362293,-0.36867738,0.0111318,-0.10699584,3
1.149995,-0.05364415,0.40134326,0.93307692,0.01497779,-0.0127889,0.01055215,-0.0089902,0.01886074,-0.07755066,-0.53828913,0.01226554,-0.12842077,3
1.158329,-0.05375637,0.40142745,0.93300056,0.01513751,-0.01405897,0.00337542,-0.00920001,0.01713734,-0.04199864,-0.60749066,0.02247599,-0.12836914,3
1.166662,-0.05387149,0.40146479,0.93292511,0.01528013,-0.01434224,-0.00257076,-0.00922386,0.01724495,0.03126487,-0.54252523,0.03969349,-0.10910439,3
1.174995,-0.05400825,0.40137148,0.93283767,0.01546736,-0.01355028,-0.00655415,-0.00863734,0.01735427,0.11595669,-0.37799719,0.06667791,-0.0944971,3
1.183329,-0.05413431,0.40123749,0.93276376,0.01566563,-0.01185888,-0.00867758,-0.00774148,0.01660915,0.1671831,-0.23506171,0.09323315,-0.08963537,3
1.191662,-0.05423147,0.4011392,0.93269962,0.01581799,-0.00966437,-0.00880007,-0.00682714,0.01474622,0.16369376,-0.19156609,0.10016038,-0.04364432,3
1.199995,-0.05428634,0.40111083,0.93266201,0.01589031,-0.00794015,-0.00899468,-0.00582757,0.01333832,0.11623564,-0.23495343,0.0831575,0.06851769,3
1.208328,-0.05432376,0.4010824,0.93261963,0.01595359,-0.00722381,-0.01099591,-0.00507059,0.0140998,0.0483707,-0.33541596,0.0595098,0.22137518,3
1.216662,-0.05436714,0.40101999,0.93257505,0.0160417,-0.00760532,-0.01523829,-0.0047368,0.0176772,-0.00637225,-0.42693296,0.03747733,0.34969965,3
1.224995,-0.05445002,0.40081689,0.93253791,0.01626419,-0.0083806,-0.0202898,-0.00481727,0.0224748,-0.01681597,-0.41361663,0.01622211,0.36418018,3
1.233328,-0.05453147,0.4006159,0.93249798,0.0164847,-0.00893775,-0.02497325,-0.00478568,0.02695273,0.02204459,-0.28170204,0.0033021,0.24691699,3
1.241662,-0.0546256,0.40035349,0.932464,0.01676554,-0.00863604,-0.02710115,-0.00472309,0.02883333,0.08724228,-0.10425702,0.00467305,0.07073192,3
1.249995,-0.05467993,0.40015566,0.93241644,0.01697614,-0.00730085,-0.02587567,-0.00471177,0.02729567,0.15244351,0.07608777,0.01297723,-0.1120168,3
1.258328,-0.05474483,0.39989823,0.93237931,0.01724421,-0.00533445,-0.02316127,-0.0046462,0.02421751,0.20994337,0.25518548,0.01834528,-0.28856713,3
1.266662,-0.05477883,0.39972177,0.93233985,0.0174282,-0.00335013,-0.02095201,-0.00442685,0.02167504,0.24837856,0.37615481,0.02373355,-0.39588133,3
1.274995,-0.05480267,0.39957508,0.93230444,0.01758097,-0.00137233,-0.01806147,-0.00411393,0.01857483,0.26239243,0.42337406,0.03008387,-0.40586245,3
1.283328,-0.0547976,0.39946276,0.9322722,0.01769794,0.00104286,-0.01347488,-0.00386716,0.01405755,0.26195693,0.46287063,0.03588467,-0.36555681,3
1.291662,-0.0547864,0.39930984,0.93224066,0.01785447,0.00340769,-0.00903938,-0.00358106,0.01030275,0.2571291,0.50948012,0.03973875,-0.27532017,3
1.299995,-0.05474807,0.39925772,0.93221205,0.01792522,0.00562342,-0.00491174,-0.00327827,0.00815445,0.24504428,0.49767777,0.03842268,-0.12155648,3
1.308328,-0.05468889,0.39923978,0.93218517,0.01799265,0.00744018,-0.0006637,-0.00283421,0.00798934,0.23186696,0.44417381,0.03066801,0.0522035,3
1.316661,-0.05461081,0.39930066,0.93216068,0.01809465,0.00917848,0.00343265,-0.00246287,0.01010412,0.23076999,0.41517171,0.01924172,0.21147174,3
